gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Adventitial Fibroblast	Airway Smooth Muscle	Alveolar Epithelial Type 1	Alveolar Epithelial Type 2	Alveolar Fibroblast	Artery	B	Basal	Basophil/Mast 1	Bronchial Vessel 1	CD4+ Memory/Effector T	CD4+ Naive T	CD8+ Memory/Effector T	CD8+ Naive T	Capillary	Capillary Aerocyte	Capillary Intermediate 1	Ciliated	Classical Monocyte	Club	Dendritic	Differentiating Basal	Fibromyocyte	Goblet	IGSF21+ Dendritic	Intermediate Monocyte	Ionocyte	Lipofibroblast	Lymphatic	Macrophage	Myeloid Dendritic Type 2	Myofibroblast	Natural Killer	Natural Killer T	Neuroendocrine	Neutrophil	Nonclassical Monocyte	Pericyte	Plasma	Plasmacytoid Dendritic	Proliferating NK/T	Signaling Alveolar Epithelial Type 2	Vascular Smooth Muscle	Vein
FGF5	P12034	False	FGF5_HUMAN		CPI-SS02FEAF02E	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.935	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	4.673	0.212	0.0	0.0	0.0	0.0	0.0	0.075	0.017	0.0
FGF7	P21781	False	FGF7_HUMAN		CPI-SS0E928B8C8	257.519	3.439	5.097	9.788	131.969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.614	0.278	0.0	0.508	0.0	0.0	9.067	0.0	0.0	0.0	0.0	1179.6	0.0	0.0	0.0	0.0	0.006	0.0	11.345	0.239	0.0	0.002	0.0	0.0	0.0	0.303	25.153	0.0
FGF10	O15520	False	FGF10_HUMAN		CPI-SS0AECC113F	9.892	6.436	0.0	0.505	18.647	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.733	0.0	0.0	0.0	0.0	26.9	0.0	0.0	0.0	1.346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.119	0.0
TIMP1	P01033	False	TIMP1_HUMAN		CPI-SS0735F5C3A	6587.5	1038.873	21.865	62.259	1691.531	1880.185	21.705	697.608	802.457	4489.717	57.984	34.137	27.424	43.984	925.919	677.95	753.477	163.766	117.453	908.849	826.6	284.767	1368.6	944.12	232.75	1314.167	0.0	15202.0	2058.591	1558.156	997.857	3341.308	158.86	530.038	522.236	11.407	1397.519	1821.774	142.0	4.615	57.824	112.786	3625.381	13003.762
TFF1	P04155	False	TFF1_HUMAN		CPI-SS04640F9C3	0.0	0.0	0.0	1.459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.134	0.0	9.03	0.0	0.0	0.0	7.343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ROS1	P08922	False	ROS1_HUMAN		CPI-SS0DC322B61	0.0	0.13	0.002	175.862	0.014	0.0	0.0	0.175	0.0	0.0	0.0	0.115	0.0	0.0	0.015	0.045	0.0	2.147	0.009	26.521	0.0	0.0	0.0	8.446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.053	26.444	0.062	0.0	0.0	0.0	90.025	0.08	0.0
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0348DB5E3	508.424	62.679	0.01	50.616	201.169	37.989	0.0	32.654	15.435	52.726	11.563	0.008	7.051	19.429	132.21	61.817	119.205	1.508	0.736	6.952	14.2	10.698	254.867	13.056	83.25	0.0	0.0	652.25	95.864	2.469	0.0	200.519	14.3	20.75	20.818	0.54	12.0	59.203	0.5	0.0	105.765	7.567	141.369	95.095
FGF2	P09038	False	FGF2_HUMAN		CPI-SS0D636A374	10.171	8.514	0.513	0.0	7.564	4.489	0.0	0.429	0.0	11.368	0.603	0.008	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.003	0.0	0.0	0.467	0.0	0.0	0.0	0.0	34.4	0.0	0.0	0.0	0.385	0.004	0.0	0.0	0.0	0.0	0.614	0.0	0.0	0.0	0.0	1.182	1.952
FGF1	P05230	False	FGF1_HUMAN		CPI-SS015819E65	0.013	34.965	0.0	0.889	0.0	0.0	0.0	7.712	0.109	0.104	0.0	0.0	0.0	0.0	4.617	11.346	10.193	0.005	0.0	0.139	0.0	0.0	1.2	0.004	0.0	0.0	0.0	81.4	1.136	0.0	0.0	14.5	0.0	0.0	0.018	0.398	0.0	26.927	0.0	0.0	0.0	0.0	12.182	0.0
FGF17	O60258	False	FGF17_HUMAN		CPI-SS0BC9F7E9E	0.0	0.006	0.0	0.025	0.036	0.0	0.0	0.25	0.0	0.085	0.0	0.0	0.0	0.312	0.161	0.0	0.0	0.0	0.0	0.084	0.0	0.465	0.0	0.172	0.0	0.0	0.0	3.6	0.0	0.0	0.0	0.0	0.356	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0E134097C	33.348	8.844	6.808	0.855	3.694	37.098	0.0	8.221	0.0	28.368	2.46	0.0	0.0	0.0	3.03	0.0	0.0	0.004	0.0	0.738	0.0	0.0	786.333	3.129	0.0	0.0	0.0	8.0	0.0	0.469	0.0	707.077	0.001	8.0	3.345	0.0	0.0	0.0	0.0	0.0	0.0	1.174	15.619	25.238
FGF4	P08620	False	FGF4_HUMAN		CPI-SS013E86AFF	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.381	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0
FGF6	P10767	False	FGF6_HUMAN		CPI-SS0F9EE20C3	0.0	0.0	0.002	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGF3	P11487	False	FGF3_HUMAN		CPI-SS0C2A73A10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGF5	P12034	False	FGF5_HUMAN		CPI-SS076D8A297	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.935	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	4.673	0.212	0.0	0.0	0.0	0.0	0.0	0.075	0.017	0.0
FGF7	P21781	False	FGF7_HUMAN		CPI-SS00E68BB92	257.519	3.439	5.097	9.788	131.969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.614	0.278	0.0	0.508	0.0	0.0	9.067	0.0	0.0	0.0	0.0	1179.6	0.0	0.0	0.0	0.0	0.006	0.0	11.345	0.239	0.0	0.002	0.0	0.0	0.0	0.303	25.153	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0BF3ED143	2.203	1.283	13.995	28.229	2.75	0.0	0.0	64.217	0.0	3.132	1.675	0.0	0.0	0.532	0.513	0.05	0.011	9.57	0.0	45.003	0.0	39.07	0.067	43.751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.135	0.037	0.904	5.091	0.23	34.852	0.0	0.0	0.0	0.0	35.756	0.0	0.0
FGF2	P09038	False	FGF2_HUMAN		CPI-SS0CB6968B9	10.171	8.514	0.513	0.0	7.564	4.489	0.0	0.429	0.0	11.368	0.603	0.008	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.003	0.0	0.0	0.467	0.0	0.0	0.0	0.0	34.4	0.0	0.0	0.0	0.385	0.004	0.0	0.0	0.0	0.0	0.614	0.0	0.0	0.0	0.0	1.182	1.952
SPP1	P10451	False	OSTP_HUMAN		CPI-SS04297753E	0.0	0.0	0.0	0.003	0.0	133.315	0.0	19.012	0.0	400.972	0.0	0.008	0.0	0.048	1.686	0.0	0.0	407.924	0.0	0.003	0.0	0.0	0.0	2.974	0.0	0.0	0.0	0.0	99.727	18.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.005	0.006	143.571
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0ADC886E5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.015	0.017	2.693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.375	0.143	0.0	3.768	8.865	0.0	0.0	0.0	0.0	0.0	0.0	2.176	0.0	0.0	0.0
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0ADC886E5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.022	0.0	0.024	0.015	0.034	1.778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.625	0.0	0.0	0.0	0.0	3.125	0.0	0.0	4.385	0.904	0.0	0.0	0.259	0.0	0.0	0.0	8.882	0.0	0.0	0.0
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0ADC886E5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL16	O15467	False	CCL16_HUMAN		CPI-SS03A875239	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.019	0.0	0.0	0.009	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0
CCL16	O15467	False	CCL16_HUMAN		CPI-SS03A875239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL1	P22362	False	CCL1_HUMAN		CPI-SS0B784A03E	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPP1	P10451	False	OSTP_HUMAN		CPI-SS0C1BD22BC	0.0	0.0	0.0	0.003	0.0	133.315	0.0	19.012	0.0	400.972	0.0	0.008	0.0	0.048	1.686	0.0	0.0	407.924	0.0	0.003	0.0	0.0	0.0	2.974	0.0	0.0	0.0	0.0	99.727	18.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.005	0.006	143.571
FGF1	P05230	False	FGF1_HUMAN		CPI-SS068C742A1	0.013	34.965	0.0	0.889	0.0	0.0	0.0	7.712	0.109	0.104	0.0	0.0	0.0	0.0	4.617	11.346	10.193	0.005	0.0	0.139	0.0	0.0	1.2	0.004	0.0	0.0	0.0	81.4	1.136	0.0	0.0	14.5	0.0	0.0	0.018	0.398	0.0	26.927	0.0	0.0	0.0	0.0	12.182	0.0
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS085EE60B1	1.335	1.445	0.01	0.93	0.406	7.163	10.643	5.6	23.043	3.651	8.532	12.206	3.305	40.987	6.744	9.207	4.943	0.539	8.245	1.767	142.3	4.07	0.0	0.279	1.625	3.667	0.0	0.05	0.5	2.469	1.714	4.865	36.465	19.577	0.0	4.354	5.667	2.766	46.0	49.385	3.588	0.149	7.193	34.524
INHA	P05111	False	INHA_HUMAN		CPI-SS0FB37E079	2.127	3.165	0.0	0.061	7.242	0.022	0.0	2.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	7.836	0.159	0.0	0.0	0.0	0.0	0.0	0.209	0.0	0.0
TGFB3	P10600	False	TGFB3_HUMAN		CPI-SS0D46E2B45	84.152	42.37	0.447	5.107	71.786	5.185	2.163	2.454	2.587	6.953	2.817	5.588	0.0	1.587	3.947	2.281	0.023	7.613	0.0	2.748	31.7	0.465	155.533	2.013	0.0	0.0	193.0	198.8	66.386	0.0	0.0	94.308	8.7	10.596	3.509	0.124	0.0	5.008	0.0	0.077	0.0	3.308	53.426	2.214
TGFB2	P61812	False	TGFB2_HUMAN		CPI-SS0178F5C45	5.348	17.324	22.012	3.072	8.592	8.467	0.0	3.55	0.0	0.604	0.0	0.0	0.0	0.042	4.073	10.73	6.295	4.018	0.0	7.318	0.0	1.651	33.667	15.605	0.0	0.0	0.0	0.0	0.364	0.0	0.0	7.308	0.001	0.0	0.036	0.009	0.0	54.62	0.0	0.0	0.0	2.04	11.773	0.0
FCER2	P06734	False	FCER2_HUMAN		CPI-SS000568A0E	0.0	0.014	0.0	0.0	0.0	0.0	63.364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.002	2.84	0.007	0.0	0.0	0.0	0.0	0.875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNA1	P01562	False	IFNA1_HUMAN		CPI-SS027556893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFNA13	P01562	False	IFNA1_HUMAN		CPI-SS027556893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SS0ACD487F0	0.0	0.006	0.0	0.0	0.0	0.0	0.194	0.0	11.478	0.028	0.659	0.0	0.0	0.011	0.001	0.0	0.42	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.019	0.055	0.372	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0
JAM2	P57087	False	JAM2_HUMAN		CPI-SS087B53ABF	92.544	4.24	0.005	0.005	16.078	575.663	0.0	8.038	2.043	273.255	0.0	0.0	0.0	0.0	562.589	293.447	465.602	1.229	0.009	0.557	0.0	0.0	7.2	0.193	7.75	0.0	0.0	12.0	36.045	48.125	0.0	70.5	3.237	0.0	0.0	0.0	54.593	6.68	0.0	0.0	0.0	0.602	4.341	741.524
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS0F9D53834	71.601	37.107	0.055	0.613	29.442	42.043	7.721	90.55	0.0	26.774	0.929	1.458	0.0	2.664	268.79	216.563	402.659	5.234	0.075	1.316	0.0	15.605	192.667	2.944	0.0	0.0	623.0	18.8	47.295	9.312	0.0	53.962	5.461	30.462	40.327	0.0	0.0	43.039	0.0	0.0	0.0	0.01	33.08	200.286
FFAR2	O15552	False	FFAR2_HUMAN		CPI-SS0D41E15AC	4.354	0.0	0.045	0.001	0.0	0.0	0.0	0.0	0.043	0.0	0.008	0.0	0.0	0.029	0.0	0.016	0.0	19.715	2.066	0.027	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	10.906	0.0	0.0	0.0	0.0	0.0	83.257	0.556	0.0	0.0	0.0	0.0	0.0	4.511	0.0
FFAR2	O15552	False	FFAR2_HUMAN		CPI-SS01158CABF	4.354	0.0	0.045	0.001	0.0	0.0	0.0	0.0	0.043	0.0	0.008	0.0	0.0	0.029	0.0	0.016	0.0	19.715	2.066	0.027	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	10.906	0.0	0.0	0.0	0.0	0.0	83.257	0.556	0.0	0.0	0.0	0.0	0.0	4.511	0.0
HLA-C	HLAC	False	HLAC		CPI-SS034D36D2F	206.797	19.003	283.209	72.703	151.694	132.598	45.163	100.496	99.326	11.594	13.611	13.198	17.949	23.087	219.735	166.032	123.057	24.815	0.528	65.102	22.7	230.628	169.667	33.425	144.125	148.333	314.5	2.25	132.068	101.812	105.571	399.981	581.75	579.808	50.309	23.513	12.296	118.486	249.5	3.538	434.647	39.114	76.142	64.786
GPR42	O15529	False	GPR42_HUMAN		CPI-SS0528A694B	0.019	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.017	0.0
LAMP1	P11279	False	LAMP1_HUMAN		CPI-SS055E061C9	25.361	18.717	26.021	12.179	23.881	26.043	10.333	10.558	29.565	17.17	1.46	9.298	14.627	20.479	20.47	30.563	37.557	14.312	16.255	28.472	70.7	18.93	22.467	20.142	20.875	25.667	0.0	19.45	28.068	97.656	0.571	17.731	15.916	8.135	17.455	10.593	58.778	32.637	0.0	9.231	14.706	20.557	22.17	16.0
GLRA2	P23416	False	GLRA2_HUMAN		CPI-SS02904BE32	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.067	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
KIR2DL3	P43628	False	KI2L3_HUMAN		CPI-SS02CF96625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KIR2DL3	P43628	False	KI2L3_HUMAN		CPI-SS02CF96625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KIR2DL3	P43628	False	KI2L3_HUMAN		CPI-SS02CF96625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.118	0.0	0.0	0.0
KIR2DL3	P43628	False	KI2L3_HUMAN		CPI-SS02CF96625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KIR2DL3	P43628	False	KI2L3_HUMAN		CPI-SS02CF96625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KIR2DL3	P43628	False	KI2L3_HUMAN		CPI-SS02CF96625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KIR2DL3	P43628	False	KI2L3_HUMAN		CPI-SS02CF96625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KIR2DL3	P43628	False	KI2L3_HUMAN		CPI-SS02CF96625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059	0.0	0.0	0.0
KIR2DL3	P43628	False	KI2L3_HUMAN		CPI-SS02CF96625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KIR2DL3	P43628	False	KI2L3_HUMAN		CPI-SS02CF96625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KIR2DL3	P43628	False	KI2L3_HUMAN		CPI-SS02CF96625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059	0.0	0.0	0.0
KIR2DL3	P43628	False	KI2L3_HUMAN		CPI-SS02CF96625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KIR2DL3	P43628	False	KI2L3_HUMAN		CPI-SS02CF96625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.118	0.0	0.0	0.0
CXADR	P78310	False	CXAR_HUMAN		CPI-SS033CB0BB2	3.867	0.0	87.276	32.537	0.003	29.478	0.0	32.492	0.0	0.019	0.008	0.0	0.0	0.003	0.002	0.003	0.0	49.181	0.0	46.246	0.0	85.791	0.0	42.296	0.0	28.667	28.0	1.35	0.659	0.0	0.286	0.0	0.046	8.865	10.582	0.018	0.0	0.041	0.0	0.0	0.0	53.522	0.0	0.0
ADGRG5	Q8IZF4	False	AGRG5_HUMAN		CPI-SS0AFC7BACF	0.0	0.012	0.005	0.0	0.011	0.0	10.163	0.0	0.022	0.0	3.937	0.725	37.983	89.825	0.057	0.0	0.0	0.0	0.0	0.04	9.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.286	0.0	108.748	21.885	0.455	0.531	0.0	0.0	0.0	142.077	26.529	0.0	0.0	0.0
FFAR2	O15552	False	FFAR2_HUMAN		CPI-SS00FB3CB09	4.354	0.0	0.045	0.001	0.0	0.0	0.0	0.0	0.043	0.0	0.008	0.0	0.0	0.029	0.0	0.016	0.0	19.715	2.066	0.027	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	10.906	0.0	0.0	0.0	0.0	0.0	83.257	0.556	0.0	0.0	0.0	0.0	0.0	4.511	0.0
GPR42	O15529	False	GPR42_HUMAN		CPI-SS022AE18AF	0.019	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.017	0.0
PGRMC2	O15173	False	PGRC2_HUMAN		CPI-SS0F3D40856	32.076	11.526	14.114	6.526	23.961	31.793	6.426	9.262	1.935	22.736	2.714	5.832	0.153	15.82	11.139	16.413	10.898	9.131	3.028	14.918	56.6	11.488	4.0	9.498	24.125	0.0	1.0	20.7	10.182	13.312	0.0	16.423	13.56	27.731	9.055	0.398	12.074	12.865	0.0	11.231	18.647	15.607	12.233	21.048
FFAR2	O15552	False	FFAR2_HUMAN		CPI-SS072E1E27A	4.354	0.0	0.045	0.001	0.0	0.0	0.0	0.0	0.043	0.0	0.008	0.0	0.0	0.029	0.0	0.016	0.0	19.715	2.066	0.027	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	10.906	0.0	0.0	0.0	0.0	0.0	83.257	0.556	0.0	0.0	0.0	0.0	0.0	4.511	0.0
HLA-C	HLAC	False	HLAC		CPI-SS0917CBD53	206.797	19.003	283.209	72.703	151.694	132.598	45.163	100.496	99.326	11.594	13.611	13.198	17.949	23.087	219.735	166.032	123.057	24.815	0.528	65.102	22.7	230.628	169.667	33.425	144.125	148.333	314.5	2.25	132.068	101.812	105.571	399.981	581.75	579.808	50.309	23.513	12.296	118.486	249.5	3.538	434.647	39.114	76.142	64.786
